"EGID";"EDID";"Strada";"Civico";"X";"Y";"NroPiani";"AbitazioniPrimarie";"AbitazioniSecondarie"
11135215;0;"Via Pasquee";"1";719914;100533;3;1;0
11135216;0;"Piazza degli Emigranti";"1";719925;100538;3;2;0
11135217;0;"Piazza Pasquee";"4";719934;100504;4;1;0
11135218;0;"Piazza Pasquee";"2";719929;100510;3;1;0
11135219;0;"Piazza Pasquee";"2a";719925;100512;2;1;0
11135220;0;"Via Pasquee";"6";719922;100516;2;1;0
11135221;0;"Via Pasquee";"4";719915;100522;3;1;0
11135223;0;"Via Pal. A.M. Bullani";"8";719854;100544;2;1;0
11135224;0;"Via Pal. A.M. Bullani";"6";719854;100549;2;1;0
11135225;0;"Via Pal. A.M. Bullani";"4";719848;100555;3;1;0
11135226;0;"Via dei Portici";"2";719842;100573;3;2;1
11135227;0;"Piazza Don F. Canonica";"5";719830;100565;3;0;1
11135228;0;"Via dei Portici";"7";719835;100559;3;3;0
11135229;0;"Via dei Portici";"5";719838;100546;2;1;0
11135230;0;"Via dei Portici";"3";719841;100542;3;1;0
11135231;0;"Strecia di Capon";"6";719813;100533;3;0;1
11135232;0;"Strecia di Capon";"4";719809;100533;3;1;0
11135233;0;"Via Canonico Manera";"1";719819;100517;3;1;0
11135234;0;"Strecia di Capon";"1";719802;100517;3;3;0
11135235;0;"Via Canonico Manera";"2";719813;100499;3;2;0
11135237;0;"Via Canonico Manera";"12";719856;100512;2;1;0
11135238;0;"Canton di Liron";"2";719870;100515;1;1;0
11135239;0;"Via agli Orti";"1";719858;100499;2;1;0
11135240;0;"Via agli Orti";"3";719849;100485;2;1;0
11135241;0;"Via agli Orti";"5";719833;100490;4;3;2
11135242;0;"Via al Tiro";"2";719827;100416;1;1;0
11135243;0;"Via Soliva";"3";719850;100443;2;2;0
11135244;0;"Via Novale";"5";719842;100407;2;2;0
11135245;0;"Via Soliva";"2";719880;100441;3;2;1
11135246;0;"Via Novale";"7";719899;100430;2;2;0
11135247;0;"Via Soliva";"8";719889;100489;2;1;0
11135248;0;"Sentiero Asilo Vecchio";"2";719899;100518;3;3;0
11135249;0;"Canton di Liron";"4";719886;100519;2;1;0
11135250;0;"Via Rogia";"2";719917;100479;3;2;0
11135251;0;"Via Novale";"13";719941;100432;3;1;0
11135252;0;"Via Rogia";"12";719977;100440;3;2;0
11135253;0;"Via Rogia";"4";719940;100454;3;5;1
11135254;0;"Via Rogia";"8";719954;100470;2;1;0
11135255;0;"Via Rogia";"1";719948;100497;3;1;0
11135256;0;"Via Sirano";"1";719961;100503;1;1;0
11135257;0;"Via Mer-Zarei";"5";720080;100650;1;1;0
11135258;0;"Via Mer-Zarei";"9";720105;100651;2;1;0
11135259;0;"Via Mer-Zarei";"7";720107;100625;3;1;1
11135260;0;"Via Mer-Zarei";"4";720092;100600;2;2;0
11135261;0;"Via Sirano";"8";720065;100594;3;1;0
11135262;0;"Via Sirano";"6";720061;100570;2;1;0
11135263;0;"Via Sirano";"10";720080;100576;2;1;0
11135264;0;"Via Mer-Zarei";"8";720051;100512;1;1;0
11135265;0;"Via Sirano";"2a";719995;100494;2;1;0
11135266;0;"Via Rogia";"5";719984;100470;2;1;0
11135267;0;"Via Rogia";"7";720011;100478;1;1;0
11135268;0;"Risciada dra Sgruza";"2";720020;100410;3;1;0
11135269;0;"Via Dassone";"8";720051;101019;2;1;0
11135270;0;"Via Dassone";"14";720096;101001;2;1;0
11135271;0;"Via Griscia";"3";720177;101059;2;1;0
11135272;0;"Via Griscia";"5";720199;101060;2;1;0
11135273;0;"Via Griscia";"7";720222;101072;2;1;0
11135274;0;"Via Griscia";"9";720256;101075;2;1;0
11135275;0;"Via Vassera";"15";720297;101064;2;1;0
11135276;0;"Via Vassera";"1";720238;100996;1;1;0
11135277;0;"Via Vassera";"3";720264;100993;2;1;0
11135279;0;"Via Poncina";"2";720168;100929;1;1;0
11135280;0;"Via Vassera";"4";720200;100987;3;1;0
11135281;0;"Via Poncina";"6";720214;100913;2;1;0
11135282;0;"Via Rovré";"5";720124;100871;2;2;0
11135283;0;"Via Rovré";"3";720107;100900;1;0;1
11135284;0;"Via Sasso Mazzolo";"1";720049;100783;1;1;0
11135285;0;"Via Sasso Mazzolo";"5";720106;100806;2;1;0
11135286;0;"Via Rovré";"10";720141;100817;3;1;0
11135287;0;"Via Sasso Mazzolo";"8";720134;100795;2;1;0
11135288;0;"Via Sasso Mazzolo";"6";720108;100786;2;1;0
11135290;0;"Via Sasso Mazzolo";"2";720066;100767;1;1;0
11135291;0;"Via Sirano";"28";720046;100734;3;2;0
11135293;0;"Via Villa Luganese";"10";720039;100690;2;1;0
11135294;0;"Via del Sole";"2";719609;100815;1;0;1
11135295;0;"Via Circonvallazione";"15";719639;100773;4;4;0
11135296;0;"Via Bondola";"1";719656;100904;4;4;3
11135297;0;"Via dei Circoli";"47";719722;100930;2;1;0
11135298;0;"Via Bondola";"16";719673;100880;2;1;0
11135299;0;"Via Bondola";"18";719698;100881;2;2;0
11135300;0;"Via dei Circoli";"41";719708;100836;2;2;0
11135301;0;"Via dei Circoli";"43";719691;100835;2;2;0
11135302;0;"Via dei Circoli";"35";719784;100754;4;0;0
11135303;0;"Via dei Circoli";"33";719809;100722;2;1;1
11135304;0;"Via Roigo";"2";719804;100928;1;0;1
11135305;0;"Via Ronco di Piazza";"1";719787;100917;2;2;0
11135306;0;"Via Ronco di Piazza";"2";719741;100899;3;3;0
11135307;0;"Via Ronco di Piazza";"4";719759;100863;2;1;0
11135308;0;"Via Reté";"22";719809;100839;2;1;0
11135309;0;"Via Roigo";"1";719900;100942;4;9;7
11135310;0;"Via Roigo";"14";719841;100861;3;2;1
11135311;0;"Via Reté";"16";719890;100863;2;1;0
11135312;0;"Via Dassone";"4";719965;100987;3;4;0
11135313;0;"Via Villa Luganese";"3";719994;100806;2;2;0
11135314;0;"Via Reté";"14";719923;100834;2;1;0
11135315;0;"Via Reté";"12";719917;100819;2;1;0
11135316;0;"Via Reté";"4";719850;100759;2;1;0
11135317;0;"Via Lengina";"14";719875;100748;3;1;0
11135318;0;"Via dei Circoli";"24";719858;100718;3;1;1
11135318;1;"Via Lengina";"1";719858;100718;3;0;1
11135319;0;"Via Lengina";"2";719956;100697;2;1;0
11135320;0;"Via Campagna di Dassone";"2";719627;100969;2;1;0
11135321;0;"Via Dassone";"1";719768;101173;2;1;0
11135322;0;"Via Margherita";"2";719722;101050;3;1;0
11135324;0;"Via Margherita";"4";719723;101028;3;1;0
11135325;0;"Via Margherita";"5";719703;100995;2;1;0
11135326;0;"Via Margherita";"1";719725;100989;2;1;0
11135327;0;"Via Bregà";"13";719961;101145;5;1;0
11135328;0;"Via Bregà";"11";719967;101121;2;1;0
11135329;0;"Via Bregà";"9";719970;101109;2;1;0
11135330;0;"Via Bregà";"5";719984;101078;2;1;0
11135331;0;"Via Bregà";"3";719988;101062;1;0;1
11135333;0;"Via Ronchetti";"2";719591;100870;2;1;0
11135334;0;"Via Ronchetti";"3";719566;100780;4;6;0
11135335;0;"Via Lavina";"1";719483;100492;4;6;0
11135336;0;"Via Lavina";"12";719547;100470;2;1;0
11135337;0;"Via Camparano";"6";719483;100461;3;2;0
11135338;0;"Via Camparano";"4";719487;100428;2;1;0
11135340;0;"Via Capitano Luigi Reali";"1";719497;100332;2;1;0
11135341;0;"Via Capitano Luigi Reali";"3";719502;100306;2;0;1
11135342;0;"Via Capitano Luigi Reali";"5";719518;100282;2;1;0
11135343;0;"Via Stazione";"7";719685;100549;4;5;1
11135344;0;"Via Novarett";"5";719692;100508;2;1;0
11135345;0;"Via Novarett";"7";719672;100501;3;3;0
11135346;0;"Via Camana";"10";719638;100520;2;1;0
11135347;0;"Via Camana";"8";719648;100496;3;1;0
11135348;0;"Via Camana";"9";719621;100471;2;1;0
11135349;0;"Via Camana";"11";719601;100470;3;1;0
11135350;0;"Via Camana";"7";719602;100452;2;1;0
11135351;0;"Via Camana";"5";719621;100453;2;1;0
11135352;0;"Via Camana";"6";719649;100467;2;1;0
11135353;0;"Via Campagna";"15";719668;100418;3;1;0
11135354;0;"Via Camana";"4";719648;100437;1;1;0
11135355;0;"Via Camana";"2";719650;100407;1;1;0
11135356;0;"Via Camana";"3";719614;100434;2;6;1
11135357;0;"Via Campagna";"11";719589;100420;2;2;0
11135358;0;"Via Campagna";"5";719561;100414;2;1;0
11135359;0;"Via Campagna";"1";719534;100386;2;1;1
11135360;0;"Via Campagna";"3";719555;100392;2;2;0
11135361;0;"Via Campagna";"9";719573;100399;2;2;0
11135362;0;"Via Goiro";"1";719615;100360;2;1;0
11135363;0;"Via Campagna";"14";719629;100362;3;2;0
11135364;0;"Via Campagna";"18";719653;100367;4;7;0
11135365;0;"Via alle Vigne";"2";719699;100335;2;1;0
11135366;0;"Via Goiro";"6";719605;100289;3;1;0
11135367;0;"Via Campagna";"12";719584;100284;1;1;0
11135368;0;"Via Campagna";"6";719557;100279;1;1;0
11135369;0;"Via Campagna";"8";719569;100255;2;1;1
11135370;0;"Via Strada Vecchia";"1";719627;100212;1;1;0
11135371;0;"Via dei Circoli";"1";719613;100166;2;1;1
11135372;0;"Via dei Circoli";"3";719626;100186;3;1;1
11135373;0;"Via dei Circoli";"5";719654;100230;3;4;0
11135374;0;"Via Goiro";"11";719640;100270;3;2;0
11135375;0;"Via dei Circoli";"9a";719744;100264;2;1;1
11135377;0;"Via dei Circoli";"12";719655;100175;3;1;0
11135378;0;"Via dei Circoli";"16";719714;100225;2;1;0
11135379;0;"Via Fesciano";"2";719739;100225;2;1;0
11135380;0;"Via Ronchetti";"18";719570;100868;2;1;0
11135381;0;"Via Ronchetti";"4";719586;100850;2;1;0
11135382;0;"Via Novale";"1";719791;100373;2;2;0
11135383;0;"Via Novale";"3";719793;100344;2;1;0
11135384;0;"Via al Tiro";"3";719808;100362;3;1;0
11135385;0;"Via al Tiro";"1";719827;100379;2;1;0
11135386;0;"Via Cella San Zeno";"2";719841;100342;2;1;0
11135387;0;"Via Novale";"12";719851;100314;2;1;0
11135388;0;"Via Cella San Zeno";"10";719906;100274;3;3;0
11135389;0;"Via Cella San Zeno";"9";719913;100304;3;1;0
11135390;0;"Via Cella San Zeno";"7";719904;100322;2;1;0
11135391;0;"Via Cella San Zeno";"5";719877;100329;3;1;0
11135392;0;"Via Cella San Zeno";"1";719864;100364;2;1;0
11135393;0;"Via Novale";"16";719878;100391;2;1;0
11135394;0;"Via Novale";"18";719895;100395;2;1;1
11135395;0;"Via Novale";"24";719917;100385;2;1;0
11135396;0;"Via Novale";"20";719905;100359;3;3;0
11135397;0;"Via Novale";"30";719972;100379;3;1;0
11135398;0;"Via Novale";"32";719961;100364;3;1;0
11135399;0;"Via Novale";"34";719994;100382;3;2;0
11135400;0;"Via al Ponte";"7";719849;100221;2;1;0
11135401;0;"Via Fesciano";"1";719802;100236;2;1;0
11135402;0;"Via Fesciano";"5";719763;100217;2;1;0
11135403;0;"Via Fesciano";"7";719773;100185;3;1;1
11135404;0;"Via al Ponte";"3";719810;100200;2;2;0
11135405;0;"Via al Ponte";"12";719836;100201;3;1;0
11135406;0;"Via al Ponte";"16";719858;100170;2;1;0
11135407;0;"Via al Ponte";"8";719826;100166;3;2;0
11135408;0;"Via al Ponte";"4";719795;100152;3;2;0
11135409;0;"Via al Ponte";"2";719769;100156;3;1;0
11135410;0;"Via Fesciano";"13";719790;100131;3;3;0
11135412;0;"Via Fesciano";"9";719754;100128;2;2;0
11135413;0;"Via Fesciano";"11";719766;100114;3;1;0
11135414;0;"Via Fesciano";"23";719776;100080;2;1;0
11135415;0;"Via Fesciano";"21";719748;100070;3;1;1
11135416;0;"Via Fesciano";"19";719722;100087;2;1;0
11135417;0;"Via Cossio";"13";719703;100019;2;1;0
11135418;0;"Via Cossio";"15";719672;99985;2;1;0
11135419;0;"Via Cossio";"4";719653;100005;3;1;0
11135420;0;"Via Belsoggiorno";"13";719595;100057;2;1;0
11135421;0;"Via Belsoggiorno";"14";719612;100046;2;1;0
11135422;0;"Via Belsoggiorno";"8";719582;99989;2;1;0
11135423;0;"Via Belsoggiorno";"11";719580;100043;2;1;0
11135424;0;"Via Belsoggiorno";"9";719564;100013;2;1;0
11135425;0;"Via Belsoggiorno";"7";719557;99990;2;1;0
11135426;0;"Via Belsoggiorno";"5";719541;99965;2;1;0
11135427;0;"Via Belsoggiorno";"3";719531;99948;2;1;0
11135428;0;"Via Belsoggiorno";"1";719523;99932;2;1;0
11135429;0;"Via alla Cava";"3";719612;99907;2;2;0
11135430;0;"Via alla Cava";"5";719616;99941;1;1;0
11135431;0;"Via alla Cava";"13";719655;99968;2;2;0
11135432;0;"Via alla Cava";"9";719644;99943;2;1;0
11135432;1;"Via alla Cava";"11";719644;99943;2;1;0
11135433;0;"Via alla Cava";"6";719669;99908;3;1;1
11135434;0;"Via alla Cava";"15";719670;99946;2;1;1
11135435;0;"Via alla Cava";"17";719692;99942;3;2;0
11135436;0;"Via alla Cava";"8";719690;99908;2;1;0
11135437;0;"Via Pronuovo";"19";719696;99876;2;2;0
11135438;0;"Via Pronuovo";"17";719690;99856;2;1;0
11135439;0;"Via Pronuovo";"15";719674;99830;2;1;0
11135440;0;"Via Pronuovo";"18";719635;99853;2;1;0
11135441;0;"Via Pronuovo";"22";719624;99821;2;1;0
11135442;0;"Via Pronuovo";"20";719616;99842;2;1;1
11135443;0;"Via Pronuovo";"12";719567;99878;3;1;0
11135444;0;"Via Pronuovo";"10";719542;99889;2;1;0
11135445;0;"Via Pronuovo";"8";719521;99897;1;1;0
11135446;0;"Via Pronuovo";"2";719509;99914;2;1;0
11135447;0;"Via Pronuovo";"4";719499;99896;2;2;0
11135448;0;"Via Riale Cossio";"1";719527;99849;3;2;0
11135449;0;"Via Pronuovo";"6";719533;99867;3;1;1
11135450;0;"Via Pronuovo";"24";719700;99813;2;0;2
11135451;0;"Via Pronuovo";"26";719711;99842;2;2;0
11135452;0;"Via Cossio";"2";719657;100035;3;1;0
11135453;0;"Via Camparano";"19";719434;100545;2;1;0
11135454;0;"Via Camparano";"9";719455;100497;3;1;0
11135455;0;"Via Camparano";"11";719429;100501;2;1;0
11135456;0;"Via Camparano";"13";719419;100502;2;1;0
11135457;0;"Via Camparano";"25";719401;100520;2;3;0
11135458;0;"Via Camparano";"27";719395;100490;2;1;0
11135460;0;"Via Centro Scolastico";"8";719427;100401;3;1;0
11135461;0;"Via Camparano";"39";719399;100407;2;1;0
11135463;0;"Via Centro Scolastico";"5";719423;100347;2;1;0
11135464;0;"Via Capitano Luigi Reali";"2";719460;100349;3;2;0
11135465;0;"Via Capitano Luigi Reali";"6";719457;100318;2;2;0
11135466;0;"Via Campi della Lepre";"1";719407;100325;2;2;0
11135467;0;"Via Circonvallazione";"13";719647;100669;3;2;0
11135468;0;"Via Redond";"1";719635;100608;2;2;0
11135470;0;"Via Camparano";"8";719487;100514;2;1;0
11135471;0;"Via alla Stampa";"5a";718786;99928;1;0;0
11135471;1;"Via alla Stampa";"7";718786;99928;1;0;0
11135471;2;"Via alla Stampa";"5";718786;99928;1;0;0
11135472;0;"Via Sabionaccio";"6";719205;100233;2;1;0
11135473;0;"Via Sabionaccio";"4";719204;100227;2;1;0
11135474;0;"Via Sabionaccio";"2";719209;100210;2;0;2
11135475;0;"Via Lanaggio";"12";719161;100062;2;1;0
11135476;0;"Via Lanaggio";"14";719134;99960;2;1;1
11135477;0;"Via Lanaggio";"16";719111;99954;2;1;0
11135478;0;"Via Lanaggio";"15";719055;99929;2;1;0
11135479;0;"Via alla Stampa";"2";719035;99848;2;1;0
11135480;0;"Via Lanaggio";"9";719102;99925;3;2;0
11135481;0;"Via Lanaggio";"1";719179;99922;2;1;0
11135482;0;"Via Campi della Lepre";"14";719484;100254;2;1;0
11135483;0;"Via Capitano Luigi Reali";"9";719527;100231;3;3;0
11135484;0;"Via Vinago";"5";719414;100045;2;1;1
11135486;0;"Via Circonvallazione";"1";719466;99897;2;1;0
11135487;0;"Via alle Pessine";"1";719995;99920;1;1;0
11135488;0;"Via alla Valà-Primaioo";"6";720417;99897;2;1;0
11135489;0;"Via Mer-Zarei";"11";720386;100747;2;1;0
11135490;0;"Via Mer-Zarei";"13";720443;100553;3;1;0
11135491;0;"Via Mer-Zarei";"15";720491;100637;2;1;0
11135492;0;"Via Sirano";"12";720102;100576;3;2;0
11135493;0;"Via Camparano";"17";719448;100545;2;1;0
11135494;0;"Via Camparano";"15";719452;100526;2;1;0
11135495;0;"Via Camparano";"23";719425;100526;2;1;0
11135496;0;"Via Camparano";"21";719416;100526;2;1;0
11135497;0;"Via Camana";"13";719622;100491;2;1;0
11135498;0;"Via Ronchetti";"8";719574;100812;2;1;0
11135504;0;"Via Cossio";"1";719590;99943;3;1;0
11135507;0;"Via alla Cava";"10";719689;99901;2;1;0
11135508;0;"Via Vassera";"6";720212;100978;2;1;0
11135509;0;"Via Vassera";"8";720223;100970;2;1;0
11135510;0;"Via Centro Scolastico";"11";719397;100349;3;1;0
11135511;0;"Via Centro Scolastico";"12";719396;100376;2;1;0
11135513;0;"Via Bondola";"2";719654;100872;2;1;0
11135515;0;"Via Vassera";"7";720310;100890;2;1;0
11135516;0;"Via Novale";"14";719857;100380;2;1;0
11135517;0;"Via Cella San Zeno";"3";719870;100348;2;1;0
11135519;0;"Via al Ponte";"11";719875;100149;3;0;1
11135520;0;"Via Novale";"26";719928;100378;2;1;0
11135525;0;"Via Pasquee";"7";719901;100554;3;2;0
11135526;0;"Via alla Cava";"1";719599;99884;3;1;0
11135528;0;"Via Cella San Zeno";"4";719843;100333;2;1;0
11135529;0;"Via Lanaggio";"6";719189;100175;2;2;0
11135530;0;"Via Bondola";"13";719692;100960;2;2;0
11135531;0;"Via Margherita";"3";719723;100961;2;1;0
11135532;0;"Via Lavina";"8";719524;100464;2;1;0
11135533;0;"Via Novale";"15";719958;100402;2;1;0
11135534;0;"Via al Ponte";"10";719834;100181;2;1;0
11135535;0;"Via Pronuovo";"5";719587;99919;2;1;0
11135536;0;"Via Lavina";"14";719566;100496;2;1;0
11135537;0;"Via alla Cava";"7";719631;99973;2;1;0
11135538;0;"Via Mer-Zarei";"6";720118;100583;3;1;0
11135539;0;"Via Novale";"28";719934;100363;2;1;0
11135540;0;"Via Pronuovo";"7";719652;99881;3;1;0
11135541;0;"Via al Ponte";"18";719845;100148;2;1;0
11135542;0;"Via Capitano Luigi Reali";"7";719534;100250;2;1;0
11135543;0;"Via Centro Scolastico";"3";719489;100356;3;2;0
11135543;1;"Via Centro Scolastico";"1";719489;100356;3;0;0
11135544;0;"Via Sasso Mazzolo";"3";720081;100800;3;2;0
11135545;0;"Via Ronchetti";"16";719566;100850;3;1;0
11135546;0;"Piazza di Cima";"4";720018;100574;1;1;0
11135547;0;"Via dei Circoli";"13";719778;100462;3;3;0
11135548;0;"Via Soldino";"2";719288;100165;3;5;0
