"EGID";"EDID";"Strada";"Civico";"X";"Y";"NroPiani";"AbitazioniPrimarie";"AbitazioniSecondarie"
11147643;0;"Via Minudra";"3";716397;93381;2;1;0
11147644;0;"Via Minudra";"4";716423;93468;2;1;0
11147646;0;"Via Minudra";"7";716401;93342;2;1;0
11147648;0;"Via Minudra";"6";716370;93382;1;1;0
11147649;0;"Via Minudra";"16";716258;93272;2;2;0
11147650;0;"Via Minudra";"20";716221;93250;2;1;0
11147651;0;"Via Carona";"60";716358;93271;2;1;0
11147652;0;"Via Minudra";"17";716366;93292;2;1;0
11147653;0;"Via Minudra";"12";716279;93295;1;0;1
11147654;0;"Via Minudra";"5";716393;93373;2;1;0
11147656;0;"Via al Gaggio";"5";716313;93365;2;1;0
11147657;0;"Via al Gaggio";"35";715913;93346;2;1;1
11147658;0;"Via al Gaggio";"3";716330;93363;2;2;0
11147659;0;"Via al Gaggio";"1";716352;93376;2;1;0
11147660;0;"Via al Gaggio";"29";716073;93403;2;1;2
11147661;0;"Via al Gaggio";"13";716266;93384;2;1;0
11147662;0;"Via al Gaggio";"17";716284;93411;2;1;0
11147663;0;"Via al Gaggio";"2";716357;93408;2;2;0
11147664;0;"Via al Gaggio";"25";716333;93457;2;1;0
11147665;0;"Via al Gaggio";"23";716322;93452;2;1;0
11147666;0;"Via al Gaggio";"21";716311;93442;2;1;0
11147667;0;"Via al Gaggio";"19";716305;93433;3;1;0
11147668;0;"Via al Gaggio";"27";716114;93461;2;1;0
11147668;1;"Via al Gaggio";"27a";716114;93461;2;1;0
11147669;0;"Via al Gaggio";"9";716299;93354;1;1;0
11147670;0;"Via ai Ronchi";"27";716744;93610;3;1;0
11147671;0;"Via ai Ronchi";"13";716663;93542;3;1;1
11147672;0;"Via ai Ronchi";"11";716636;93527;4;4;0
11147673;0;"Via ai Ronchi";"9";716619;93513;3;6;1
11147674;0;"Via ai Ronchi";"5";716577;93483;2;2;0
11147675;0;"Via ai Ronchi";"3";716559;93464;2;1;0
11147676;0;"Via ai Ronchi";"1";716555;93442;3;2;0
11147677;0;"Via ai Ronchi";"8";716603;93459;2;1;0
11147678;0;"Via ai Ronchi";"16";716743;93557;2;2;0
11147679;0;"Via ai Ronchi";"4";716587;93422;2;1;0
11147680;0;"Via ai Ronchi";"29";716762;93620;2;1;1
11147681;0;"Via ai Ronchi";"23";716704;93590;3;2;0
11147682;0;"Via ai Ronchi";"25";716718;93610;2;1;0
11147683;0;"Via ai Ronchi";"21";716716;93577;2;1;0
11147684;0;"Via ai Ronchi";"19";716730;93590;2;1;0
11147685;0;"Salita dei Ciclamini";"1";716475;93358;2;1;0
11147686;0;"Salita dei Ciclamini";"2";716467;93330;2;2;0
11147687;0;"Salita dei Ciclamini";"3";716495;93337;2;1;0
11147688;0;"Salita dei Ciclamini";"4";716486;93307;1;1;0
11147689;0;"Via dei Faggi";"23";716302;93740;11;33;2
11147690;0;"Via dei Faggi";"21";716328;93795;10;32;2
11147691;0;"Via dei Faggi";"27";716221;93662;4;21;0
11147692;0;"Via dei Faggi";"25";716252;93678;4;11;1
11147693;0;"Via del Fano";"1";716420;93560;1;1;0
11147702;0;"Via dei Faggi";"1";716389;93923;11;29;12
11147707;0;"Via Carona";"31";716573;93678;2;1;0
11148571;0;"Via Giuseppe Guioni";"13";718561;97534;3;3;0
11148572;0;"Via Ceresio";"4";718204;97249;6;21;0
11148574;0;"Via Ceresio";"2";718213;97213;5;9;1
11148576;0;"Via Ceresio";"1";718177;97194;7;19;1
11148577;0;"Via Ceresio";"3d";718120;97260;7;28;2
11148578;0;"Via Ceresio";"5";718076;97167;7;12;0
11148578;1;"Via Ceresio";"5a";718076;97167;7;13;0
11148580;0;"Via Ceresio";"5b";718081;97253;7;23;1
11148581;0;"Via Ceresio";"5c";718084;97216;7;23;1
11148582;0;"Via Ceresio";"3e";718129;97222;9;30;1
11148583;0;"Via Ceresio";"12";718220;97356;6;11;0
11148584;0;"Via Ceresio";"7";718171;97230;7;20;0
11148585;0;"Via Ceresio";"13";718155;97346;8;20;0
11148586;0;"Via Fola";"1";718130;97347;7;12;0
11148587;0;"Via Fola";"3";718103;97356;2;2;0
11148588;0;"Via Fola";"3a";718107;97323;3;3;0
11148589;0;"Via Fola";"5";718070;97355;2;0;1
11148590;0;"Via Ceresio";"15";718152;97388;6;14;0
11148591;0;"Via Ceresio";"17";718143;97430;7;6;0
11148592;0;"Via Ceresio";"18";718170;97431;2;1;0
11148593;0;"Via Boschina";"1";718076;97388;6;12;0
11148594;0;"Via Fola";"8";718044;97378;6;15;0
11148594;1;"Via Fola";"10";718044;97378;6;17;0
11148596;0;"Via Fola";"2";718124;97386;2;0;3
11148599;0;"Via Boschina";"3a";718063;97450;9;14;0
11148599;1;"Via Boschina";"3b";718063;97450;9;15;0
11148601;0;"Via Boschina";"5a";718065;97481;9;13;0
11148601;1;"Via Boschina";"5b";718065;97481;9;15;0
11148602;0;"Via Boschina";"7a";718069;97512;9;14;0
11148602;1;"Via Boschina";"7b";718069;97512;9;15;0
11148603;0;"Via Boschina";"8";718114;97459;5;11;1
11148604;0;"Via Boschina";"10";718115;97483;6;13;0
11148605;0;"Via Boschina";"17";718095;97587;6;10;0
11148608;0;"Via Ceresio";"22";718172;97471;2;2;0
11148609;0;"Via Ceresio";"25";718148;97586;2;0;0
11148610;0;"Via Ceresio";"28";718200;97537;3;3;0
11148611;0;"Via Ceresio";"30";718213;97572;6;14;0
11148612;0;"Via Ceresio";"34a";718246;97642;7;10;0
11148613;0;"Via Ceresio";"34";718220;97644;3;0;1
11148614;0;"Via Ceresio";"46a";718346;97865;2;1;0
11148615;0;"Via Ceresio";"47";718340;97936;3;4;0
11148616;0;"Via Ceresio";"46";718334;97869;3;1;0
11148617;0;"Via Ceresio";"49";718351;97947;3;1;0
11148618;0;"Via Ceresio";"51";718361;97962;2;1;0
11148619;0;"Via Ceresio";"53";718376;97972;2;1;0
11148621;0;"Via Ceresio";"58";718420;97962;3;3;0
11148622;0;"Via Ceresio";"62";718446;97980;2;1;1
11148623;0;"Via Giuseppe Maggi";"4a";718285;97997;9;36;0
11148625;0;"Via Ceresio";"64";718430;98003;2;1;0
11148627;0;"Via Giuseppe Maggi";"4";718282;97969;7;17;1
11148628;0;"Via Giuseppe Maggi";"7";718209;97965;5;12;0
11148629;0;"Via Giuseppe Maggi";"8";718224;97991;7;19;0
11148630;0;"Via Giuseppe Maggi";"12";718216;98040;8;20;1
11148631;0;"Via Giuseppe Maggi";"10";718198;98001;7;18;0
11148632;0;"Via Giuseppe Maggi";"3";718255;97923;9;31;1
11148633;0;"Via Loco";"15a";718734;97908;4;12;0
11148635;0;"Via Industria";"2";718268;97882;8;16;8
11148636;0;"Via Industria";"4";718237;97895;9;24;0
11148637;0;"Via Industria";"5";718234;97861;2;0;2
11148638;0;"Via Industria";"22";718230;97731;7;13;0
11148639;0;"Via Industria";"20";718223;97711;7;13;0
11148640;0;"Via Industria";"24";718239;97752;7;11;2
11148641;0;"Via Industria";"26";718246;97771;7;13;0
11148642;0;"Via Industria";"8";718129;97793;7;20;1
11148643;0;"Via Industria";"13";718185;97848;2;1;4
11148644;0;"Via Industria";"17";718169;97788;16;70;4
11148645;0;"Via Industria";"11";718203;97849;2;0;0
11148646;0;"Via Industria";"16";718198;97702;8;17;0
11148647;0;"Via Industria";"14";718177;97709;8;16;1
11148648;0;"Via Industria";"12";718158;97719;9;18;1
11148649;0;"Via Industria";"10";718138;97727;9;19;0
11148650;0;"Via del Sole";"1";718556;97458;3;1;1
11148651;0;"Via del Sole";"2";718574;97488;1;1;0
11148652;0;"Via del Sole";"2a";718556;97507;1;1;0
11148653;0;"Via del Sole";"3";718541;97449;3;2;0
11148654;0;"Via del Sole";"4";718543;97479;2;1;0
11148655;0;"Via del Sole";"4a";718536;97506;1;0;1
11148656;0;"Via del Sole";"4b";718542;97527;2;2;0
11148657;0;"Via del Sole";"5";718525;97445;2;1;0
11148659;0;"Via del Sole";"7";718513;97437;3;2;0
11148660;0;"Via del Sole";"10";718452;97465;3;2;0
11148661;0;"Via Ceresio";"32";718209;97609;5;13;0
11148662;0;"Via del Sole";"13a";718389;97417;3;2;0
11148663;0;"Via del Sole";"8";718470;97446;4;5;1
11148664;0;"Via del Sole";"15";718362;97411;4;2;1
11148665;0;"Via del Sole";"17a";718340;97377;2;1;0
11148666;0;"Via Ceresio";"20";718176;97451;3;3;0
11148667;0;"Via Industria";"6a";718201;97917;8;21;0
11148667;1;"Via Industria";"6b";718201;97917;8;20;1
11148668;0;"Via Ceresio";"22a";718199;97464;3;3;0
11148669;0;"Via del Sole";"13";718379;97442;2;1;1
11148670;0;"Via del Sole";"15a";718378;97367;2;1;0
11148671;0;"Via del Sole";"17";718330;97400;3;1;0
11148672;0;"Via del Sole";"19";718304;97396;2;3;0
11148674;0;"Via del Sole";"21";718282;97374;6;14;1
11148675;0;"Via del Sole";"22";718231;97409;2;1;0
11148676;0;"Via del Sole";"11";718416;97438;2;1;0
11148677;0;"Via del Sole";"9";718496;97427;4;8;0
11148678;0;"Via Fontana Verde";"1";719115;97378;3;3;0
11148679;0;"Via alla Chiesa di Pazzalino";"2";718970;97496;3;2;1
11148680;0;"Via alla Chiesa di Pazzalino";"5";718978;97453;2;0;1
11148681;0;"Via alla Chiesa di Pazzalino";"5a";718997;97448;2;1;0
11148682;0;"Via alla Chiesa di Pazzalino";"8";718942;97418;1;1;0
11148683;0;"Via alla Chiesa di Pazzalino";"7";719009;97417;3;3;0
11148684;0;"Via Fontana Verde";"2";719091;97372;2;3;1
11148685;0;"Via Fontana Verde";"4";719095;97348;3;2;0
11148686;0;"Via Fontana Verde";"5";719166;97303;3;3;0
11148687;0;"Via alla Piana";"16";718556;98154;5;19;1
11148688;0;"Via del Sole";"19a";718304;97344;5;9;1
11148690;0;"Via del Sole";"22c";718227;97447;4;5;0
11148691;0;"Via del Sole";"24";718213;97407;3;1;0
11148692;0;"Via del Sole";"22a";718234;97499;2;1;0
11148693;0;"Via del Sole";"22b";718225;97477;4;8;0
11148694;0;"Via del Sole";"23";718256;97385;2;2;0
11148695;0;"Via del Sole";"25";718237;97376;3;3;0
11148696;0;"Via del Sole";"28";718178;97410;2;0;1
11148697;0;"Via Miralago";"1";718571;97403;1;1;0
11148698;0;"Via Miralago";"2";718510;97378;2;1;0
11148699;0;"Via Miralago";"3a";718554;97359;3;1;0
11148700;0;"Via Miralago";"4";718507;97388;3;1;0
11148701;0;"Via Miralago";"6";718503;97397;3;1;0
11148702;0;"Via Miralago";"10";718487;97361;3;2;0
11148703;0;"Via Miralago";"12";718481;97330;3;2;0
11148704;0;"Via Miralago";"14";718468;97319;3;3;0
11148705;0;"Via Miralago";"16";718437;97282;3;3;0
11148706;0;"Via Miralago";"7";718493;97312;4;10;0
11148707;0;"Via Miralago";"5";718533;97348;3;1;2
11148708;0;"Via delle Rose";"2";718295;97228;3;2;0
11148709;0;"Via delle Rose";"10";718287;97299;2;2;0
11148710;0;"Via delle Rose";"16";718264;97351;5;14;0
11148711;0;"Via delle Rose";"4";718286;97255;3;0;0
11148712;0;"Via delle Rose";"8";718288;97281;6;8;2
11148713;0;"Via Ceresio";"39a";718226;97816;7;17;1
11148714;0;"Via Ceresio";"39";718259;97803;7;17;1
11148715;0;"Via Ceresio";"45";718332;97909;4;3;0
11148716;0;"Via delle Rose";"12";718281;97314;6;11;4
11148717;0;"Via delle Rose";"14";718266;97329;3;2;0
11148718;0;"Via Giuseppe Guioni";"3";718661;97345;2;1;0
11148719;0;"Via Giuseppe Guioni";"1";718679;97330;2;0;1
11148720;0;"Via Giuseppe Guioni";"5";718640;97363;4;1;0
11148720;1;"Via Giuseppe Guioni";"5a";718640;97363;4;1;1
11148721;0;"Via Giuseppe Guioni";"7";718623;97382;4;5;0
11148722;0;"Via Giuseppe Guioni";"7c";718607;97341;2;1;0
11148723;0;"Via Giuseppe Guioni";"7d";718617;97345;2;1;0
11148724;0;"Via Ceresio";"43";718310;97892;7;13;0
11148725;0;"Salita Viarno";"3";718275;97211;5;17;1
11148726;0;"Salita Viarno";"5";718304;97210;3;2;0
11148727;0;"Salita Viarno";"7";718324;97208;3;5;1
11148729;0;"Salita Viarno";"21";718563;97303;3;2;1
11148730;0;"Salita Viarno";"21a";718560;97333;3;4;0
11148731;0;"Salita Viarno";"23";718615;97307;2;1;0
11148732;0;"Salita Viarno";"23a";718612;97318;2;1;0
11148733;0;"Salita Viarno";"23c";718588;97334;2;1;0
11148734;0;"Salita Viarno";"23d";718585;97341;2;2;0
11148735;0;"Salita Viarno";"25";718641;97315;2;1;0
11148736;0;"Salita Viarno";"25a";718638;97321;2;1;0
11148737;0;"Salita Viarno";"25b";718631;97329;2;1;0
11148738;0;"Salita Viarno";"11a";718353;97268;2;1;1
11148740;0;"Salita Viarno";"19";718522;97290;4;8;3
11148741;0;"Salita Viarno";"9";718327;97265;5;10;0
11148742;0;"Via alla Bozzoreda";"41a";718331;98036;2;2;0
11148743;0;"Via alla Bozzoreda";"43a";718310;98049;2;2;0
11148744;0;"Salita Viarno";"9a";718320;97291;5;9;0
11148745;0;"Via alla Bozzoreda";"47";718265;98024;11;18;2
11148746;0;"Salita Viarno";"9b";718315;97317;5;10;0
11148747;0;"Via alla Bozzoreda";"49a";718250;98046;1;1;0
11148748;0;"Via alla Bozzoreda";"51";718245;98087;4;3;1
11148749;0;"Via alla Bozzoreda";"44";718336;98094;8;33;1
11148749;1;"Via Giovanni Maraini";"2";718336;98094;8;33;1
11148750;0;"Salita Viarno";"23b";718591;97326;3;1;0
11148751;0;"Via alla Bozzoreda";"41";718340;98062;4;6;0
11148752;0;"Via Giovanni Maraini";"8";718484;98352;2;1;0
11148752;1;"Via Giovanni Maraini";"8b";718484;98352;2;1;0
11148752;2;"Via Giovanni Maraini";"8c";718484;98352;2;1;0
11148752;3;"Via Giovanni Maraini";"8a";718484;98352;2;1;0
11148753;0;"Via Giovanni Maraini";"12";718538;98342;2;1;0
11148753;1;"Via Giovanni Maraini";"12e";718538;98342;2;1;0
11148753;2;"Via Giovanni Maraini";"12a";718538;98342;2;1;0
11148753;3;"Via Giovanni Maraini";"12d";718538;98342;2;1;0
11148753;4;"Via Giovanni Maraini";"12c";718538;98342;2;1;0
11148753;5;"Via Giovanni Maraini";"12b";718538;98342;2;1;0
11148754;0;"Via Giovanni Maraini";"14";718504;98381;2;1;0
11148754;1;"Via Giovanni Maraini";"14f";718504;98381;2;1;0
11148754;2;"Via Giovanni Maraini";"14g";718504;98381;2;1;0
11148754;3;"Via Giovanni Maraini";"14e";718504;98381;2;1;0
11148754;4;"Via Giovanni Maraini";"14d";718504;98381;2;1;0
11148754;5;"Via Giovanni Maraini";"14c";718504;98381;2;1;0
11148754;6;"Via Giovanni Maraini";"14b";718504;98381;2;1;0
11148754;7;"Via Giovanni Maraini";"14a";718504;98381;2;1;0
11148754;8;"Via Giovanni Maraini";"14h";718504;98381;2;1;0
11148763;0;"Via Giovanni Maraini";"10";718507;98331;2;1;0
11148763;1;"Via Giovanni Maraini";"10a";718507;98331;2;1;0
11148763;2;"Via Giovanni Maraini";"10b";718507;98331;2;1;0
11148763;3;"Via Giovanni Maraini";"10c";718507;98331;2;1;0
11148763;4;"Via Giovanni Maraini";"10d";718507;98331;2;1;0
11148774;0;"Via Giovanni Maraini";"6";718467;98368;2;1;0
11148774;1;"Via Giovanni Maraini";"6b";718467;98368;2;1;0
11148774;2;"Via Giovanni Maraini";"6a";718467;98368;2;1;0
11148778;0;"Via Giovanni Maraini";"21";718521;98477;6;18;0
11148779;0;"Via Giovanni Maraini";"21a";718490;98493;6;12;0
11148782;0;"Via Giovanni Maraini";"23";718510;98521;5;6;0
11148783;0;"Via Giovanni Maraini";"20";718551;98467;2;1;0
11148784;0;"Via Giovanni Maraini";"28";718560;98502;2;1;0
11148785;0;"Via Giovanni Maraini";"30";718572;98494;2;1;0
11148786;0;"Via Giovanni Maraini";"30a";718578;98493;2;1;0
11148787;0;"Via Giovanni Maraini";"32";718584;98486;2;1;0
11148788;0;"Via Giovanni Maraini";"32a";718591;98485;2;1;0
11148789;0;"Via Giovanni Maraini";"28a";718567;98501;2;1;0
11148790;0;"Via Giovanni Maraini";"34";718556;98522;2;1;0
11148791;0;"Via Giovanni Maraini";"34a";718561;98521;2;1;0
11148792;0;"Via Giovanni Maraini";"34b";718568;98519;2;1;0
11148793;0;"Via Giovanni Maraini";"36";718578;98518;2;1;0
11148794;0;"Via Giovanni Maraini";"36a";718586;98517;2;1;0
11148795;0;"Via Giovanni Maraini";"36b";718592;98515;2;1;0
11148803;0;"Via Giovanni Maraini";"42";718571;98603;2;1;0
11148803;1;"Via Giovanni Maraini";"42a";718571;98603;2;1;0
11148803;2;"Via Giovanni Maraini";"42b";718571;98603;2;1;0
11148803;3;"Via Giovanni Maraini";"42c";718571;98603;2;1;0
11148804;0;"Via Giovanni Maraini";"40";718565;98573;2;1;0
11148804;1;"Via Giovanni Maraini";"40c";718565;98573;2;1;0
11148804;2;"Via Giovanni Maraini";"40d";718565;98573;2;1;0
11148804;3;"Via Giovanni Maraini";"40a";718565;98573;2;1;0
11148804;4;"Via Giovanni Maraini";"40b";718565;98573;2;1;0
11148805;0;"Via Giovanni Maraini";"44";718571;98621;2;1;0
11148805;1;"Via Giovanni Maraini";"44a";718571;98621;2;1;0
11148807;0;"Via Giovanni Maraini";"16";718538;98397;5;11;0
11148808;0;"Via Giovanni Maraini";"25";718541;98620;3;2;1
11148809;0;"Via Giovanni Maraini";"46";718591;98780;4;1;0
11148811;0;"Via alle Vigne";"8";718380;97694;5;9;0
11148811;1;"Via alle Vigne";"8a";718380;97694;5;13;1
11148814;0;"Via alle Vigne";"4";718340;97710;5;10;0
11148815;0;"Via alle Vigne";"10";718404;97690;5;16;0
11148816;0;"Via alle Vigne";"12";718429;97670;5;15;1
11148817;0;"Via alle Vigne";"7";718385;97733;5;7;0
11148818;0;"Via Vedreggio";"13";718513;97749;4;8;1
11148819;0;"Via Vedreggio";"13a";718492;97730;3;2;1
11148820;0;"Via Vedreggio";"14";718508;97780;4;3;0
11148821;0;"Via Vedreggio";"15";718484;97752;3;3;0
11148822;0;"Via Vedreggio";"21";718395;97782;5;10;0
11148823;0;"Via Vedreggio";"3";718634;97690;2;1;0
11148825;0;"Via Vedreggio";"9a";718553;97696;2;2;0
11148826;0;"Via Vedreggio";"12";718524;97776;1;1;0
11148827;0;"Via Vedreggio";"7a";718582;97706;2;1;1
11148828;0;"Via Vedreggio";"10";718553;97768;1;1;0
11148829;0;"Via Vedreggio";"8";718580;97759;5;12;0
11148830;0;"Via alle Vigne";"13";718461;97715;5;14;2
11148831;0;"Via Vedreggio";"7";718596;97719;3;3;1
11148832;0;"Via Vedreggio";"12a";718536;97809;5;7;0
11148833;0;"Via Merlecco";"5";718502;97905;2;0;1
11148834;0;"Via Merlecco";"5a";718518;97879;5;3;4
11148835;0;"Via Merlecco";"5b";718503;97857;5;7;0
11148836;0;"Via Merlecco";"7";718475;97866;2;1;0
11148837;0;"Via Merlecco";"6a";718422;97878;2;3;0
11148838;0;"Via Merlecco";"10";718404;97813;6;10;0
11148839;0;"Via Merlecco";"10a";718384;97820;6;10;0
11148840;0;"Via alla Piana";"2";718555;97973;5;5;0
11148841;0;"Via alla Piana";"3";718561;98027;3;2;0
11148842;0;"Via Vedreggio";"16a";718514;97817;5;7;4
11148843;0;"Via alla Piana";"5";718534;98072;3;2;0
11148844;0;"Via alla Piana";"6";718587;98003;3;3;0
11148845;0;"Via alla Piana";"7";718547;98078;2;2;0
11148847;0;"Via Vedreggio";"16";718493;97784;4;10;0
11148848;0;"Via alla Piana";"14";718552;98125;4;4;0
11148849;0;"Via alla Piana";"1";718548;98006;4;4;1
11148850;0;"Via Ceresio";"8";718201;97307;6;22;0
11148851;0;"Via Vedreggio";"8a";718603;97787;6;10;1
11148853;0;"Via Arbostra";"1";718463;98040;3;1;1
11148854;0;"Via Vedreggio";"8b";718622;97810;6;11;1
11148855;0;"Via Vedreggio";"11";718542;97727;6;8;0
11148856;0;"Via Vedreggio";"17";718459;97758;5;13;3
11148859;0;"Via Vedreggio";"19";718422;97761;5;7;1
11148860;0;"Via Vedreggio";"19a";718410;97730;5;8;0
11148861;0;"Via alle Vigne";"11";718445;97716;4;14;2
11148862;0;"Via alle Vigne";"15";718488;97705;5;12;4
11148863;0;"Via del Sole";"26";718200;97414;5;5;0
11148864;0;"Via Merlecco";"7a";718495;97884;5;7;0
11148865;0;"Via Arbostra";"3c";718472;98126;7;17;0
11148866;0;"Via Arbostra";"18";718751;98189;3;1;0
11148867;0;"Via Arbostra";"25";718757;98236;2;1;0
11148868;0;"Via Arbostra";"25c";718750;98325;4;6;0
11148869;0;"Via Arbostra";"25d";718748;98280;4;7;0
11148870;0;"Via Arbostra";"28";718839;98305;3;1;0
11148871;0;"Via Arbostra";"28b";718847;98266;2;1;0
11148873;0;"Via Arbostra";"3b";718467;98096;7;15;1
11148874;0;"Via Arbostra";"33";718831;98361;2;1;0
11148875;0;"Via Arbostra";"35";718816;98384;2;1;0
11148876;0;"Via Arbostra";"23b";718698;98283;2;1;0
11148876;1;"Via Arbostra";"23c";718698;98283;2;1;0
11148876;2;"Via Arbostra";"23d";718698;98283;2;1;0
11148879;0;"Via Arbostra";"23e";718697;98315;2;1;0
11148879;1;"Via Arbostra";"23f";718697;98315;2;1;0
11148879;2;"Via Arbostra";"23g";718697;98315;2;1;0
11148884;0;"Via Arbostra";"23h";718700;98348;2;1;0
11148884;1;"Via Arbostra";"23l";718700;98348;2;1;0
11148884;2;"Via Arbostra";"23i";718700;98348;2;1;0
11148885;0;"Via Arbostra";"5";718515;98052;6;14;1
11148886;0;"Via Arbostra";"5a";718507;98093;6;14;1
11148888;0;"Via Ceresio";"54";718400;97936;2;4;0
11148889;0;"Via Arbostra";"21";718722;98208;3;3;0
11148890;0;"Via Arbostra";"7";718546;98049;3;1;0
11148891;0;"Via Arbostra";"8";718634;98044;3;2;0
11148892;0;"Via Arbostra";"10";718651;98039;2;1;1
11148893;0;"Via Roncobello";"12";718619;98016;6;23;0
11148894;0;"Via Arbostra";"11a";718619;98095;5;7;1
11148895;0;"Via Arbostra";"9";718590;98073;2;2;0
11148896;0;"Via Arbostra";"10b";718659;97992;1;1;0
11148897;0;"Via Arbostra";"12";718673;98043;2;1;1
11148898;0;"Via Arbostra";"14";718660;97975;2;1;0
11148899;0;"Via Arbostra";"14a";718661;97964;2;1;0
11148900;0;"Via Arbostra";"14b";718679;97980;3;1;0
11148901;0;"Via Arbostra";"14c";718681;97969;3;1;0
11148902;0;"Via Arbostra";"16a";718735;98180;3;3;0
11148903;0;"Via Arbostra";"11b";718623;98115;5;8;0
11148904;0;"Via Arbostra";"10a";718653;98018;2;2;0
11148906;0;"Via Arbostra";"11c";718591;98161;5;8;0
11148907;0;"Via Arbostra";"11d";718608;98139;5;8;0
11148908;0;"Via Arbostra";"6";718607;98042;5;6;2
11148909;0;"Via Arbostra";"17";718674;98086;2;0;1
11148910;0;"Via Arbostra";"16";718721;98161;1;1;0
11148911;0;"Via Corte";"1";719044;98300;3;1;0
11148912;0;"Via Corte";"8";719030;98320;2;2;0
11148913;0;"Via Corte";"10";719036;98305;2;1;0
11148914;0;"Via Corte";"11";719000;98254;2;2;0
11148915;0;"Via Corte";"12";719041;98307;2;1;0
11148915;1;"Via Corte";"2";719041;98307;2;0;1
11148916;0;"Via Corte";"13";718979;98245;2;1;1
11148917;0;"Via Corte";"15";718942;98231;3;2;0
11148918;0;"Via Corte";"16";719002;98362;3;1;0
11148919;0;"Via Corte";"18";718943;98365;2;1;0
11148919;1;"Via Corte";"18a";718943;98365;2;1;0
11148919;2;"Via Corte";"18c";718943;98365;2;1;0
11148919;3;"Via Corte";"18b";718943;98365;2;1;0
11148923;0;"Via Corte";"20";718931;98253;3;1;0
11148924;0;"Via Corte";"22";718908;98262;1;1;0
11148925;0;"Via Corte";"24";718887;98272;2;1;0
11148926;0;"Via Corte";"26";718893;98292;2;1;0
11148927;0;"Via Corte";"14";719005;98308;3;2;0
11148928;0;"Via Corte";"6";719039;98322;2;2;0
11148929;0;"Via Boschina";"19";718095;97632;5;10;1
11148930;0;"Via Corte";"3";719034;98297;2;2;0
11148931;0;"Via Corte";"4";719044;98331;2;1;0
11148932;0;"Via alla Bozzoreda";"25a";718528;97855;5;23;1
11148933;0;"Via Corte";"23";718859;98213;3;4;0
11148934;0;"Via Terzerina";"6";718449;98165;7;20;2
11148935;0;"Via alla Bozzoreda";"23";718595;97873;5;10;0
11148936;0;"Via alla Bozzoreda";"22";718722;97738;2;1;0
11148938;0;"Via alla Bozzoreda";"25";718553;97876;5;8;0
11148939;0;"Via alla Bozzoreda";"28a";718690;97886;5;7;0
11148940;0;"Via alla Bozzoreda";"29";718550;97938;2;1;0
11148941;0;"Via Roncobello";"8";718639;97966;4;3;1
11148942;0;"Via alla Bozzoreda";"33";718476;97997;2;1;1
11148944;0;"Via Roncobello";"3";718594;97954;2;2;0
11148945;0;"Via alla Bozzoreda";"21b";718570;97793;1;2;0
11148946;0;"Via alla Bozzoreda";"24";718725;97765;2;2;0
11148947;0;"Via alla Bozzoreda";"21a";718597;97824;5;15;0
11148948;0;"Via alla Bozzoreda";"19";718641;97836;4;6;0
11148949;0;"Via alla Bozzoreda";"20";718714;97718;2;1;0
11148950;0;"Via alla Bozzoreda";"26";718699;97822;4;5;0
11148951;0;"Via alla Bozzoreda";"31";718546;97951;3;2;1
11148952;0;"Via Roncobello";"1";718589;97934;5;4;0
11148953;0;"Via alla Bozzoreda";"14b";718729;97658;3;1;0
11148954;0;"Via alla Bozzoreda";"6";718855;97650;4;6;0
11148956;0;"Via alla Bozzoreda";"16";718725;97635;2;2;0
11148957;0;"Via alla Bozzoreda";"8";718834;97627;3;2;1
11148959;0;"Via alla Bozzoreda";"12";718783;97632;4;14;1
11148960;0;"Via alla Bozzoreda";"10";718817;97635;3;2;0
11148961;0;"Via alla Bozzoreda";"30";718637;97879;4;18;1
11148962;0;"Via alla Bozzoreda";"34";718572;97953;2;2;0
11148963;0;"Via Terzerina";"2";718374;98181;8;45;0
11148964;0;"Via alla Bozzoreda";"14a";718748;97668;2;3;1
11148965;0;"Via alla Bozzoreda";"14c";718767;97662;4;5;1
11148966;0;"Via Arbostra";"27";718783;98269;2;0;1
11148967;0;"Via Stazione";"19";718773;97687;4;8;0
11148968;0;"Via Stazione";"17";718785;97715;4;9;0
11148969;0;"Via alla Bozzoreda";"4";718875;97636;3;2;0
11148970;0;"Viale Cassone";"17";718969;97576;2;1;0
11148971;0;"Viale Cassone";"11";718596;97677;6;7;1
11148972;0;"Viale Cassone";"9";718561;97651;3;2;1
11148973;0;"Viale Cassone";"7";718544;97647;3;2;1
11148974;0;"Viale Cassone";"3";718480;97665;4;5;0
11148975;0;"Via Probello";"1a";719169;97591;3;1;0
11148976;0;"Via Probello";"1b";719173;97596;3;1;0
11148977;0;"Via Probello";"1c";719176;97602;3;1;0
11148978;0;"Via Probello";"1d";719177;97608;3;1;0
11148979;0;"Via Probello";"2a";719017;97541;1;1;0
11148980;0;"Via Probello";"2b";719014;97529;2;1;0
11148981;0;"Via Probello";"2c";719006;97527;2;1;0
11148982;0;"Via Probello";"2f";719033;97500;2;1;0
11148983;0;"Via Probello";"3";719203;97593;3;1;0
11148984;0;"Via Probello";"8";719056;97502;3;1;0
11148985;0;"Via Probello";"12";719039;97461;2;2;0
11148986;0;"Via Probello";"14";719022;97442;2;1;0
11148987;0;"Via Probello";"16";719032;97435;3;1;0
11148988;0;"Via Probello";"16a";719027;97400;3;1;0
11148989;0;"Via Probello";"20";719069;97396;3;3;0
